epoch,train_mse_scaled,val_rmse_mgdl
1,0.22303853899535567,24.114788194278532
2,0.13871495848023654,22.70330701358996
3,0.12818259242368807,22.36964732418345
4,0.12456316620775379,22.19866655867483
5,0.1225500829923566,22.055034070026988
6,0.11994471544824024,22.264426483018884
7,0.11869025881411416,22.117257849035724
8,0.11751834091057281,22.056662489553275
9,0.116415905701642,21.991000743068213
10,0.11452944606247514,21.863797891153766
11,0.11394984494562786,21.75723555472923
12,0.1128522060479563,21.813952426030603
13,0.1118446357068744,21.888011851590115
14,0.11154146330191357,21.66157984142715
15,0.11113344448258972,21.879301537592777
16,0.11008463715120118,21.689865103710776
17,0.11049501710377707,21.553500631830527
18,0.10974693064126048,21.723107185370296
19,0.10920679572932791,21.74225937686765
20,0.10864559341554005,21.796020311188457
21,0.10795520432293415,21.77056776843377
22,0.10766642909533906,21.805331866657117
23,0.10685514064856094,21.707476096008953
24,0.10675522688739371,21.89182360484049
25,0.10615454287738493,21.72718025133448
26,0.10619001151385284,22.030781680816457
27,0.10551592940003565,21.720310965075978
