epoch,train_mse_scaled,val_rmse_mgdl
1,0.2161372680917825,23.965725051692257
2,0.13805329663181068,22.724735352529017
3,0.12772756294891385,22.315001462886517
4,0.12426598394049866,22.177063153325122
5,0.12187687051251973,22.246803615111755
6,0.11990967839218603,22.188162510339087
7,0.11822011319938863,21.995531588531044
8,0.11727633594655164,21.790724075563464
9,0.11553008411780442,22.18125144608365
10,0.11480421506532348,21.827663360621514
11,0.1134060789452921,21.688542745402913
12,0.11277414059801268,21.81217807799597
13,0.11223465285383828,21.679149335961725
14,0.111550371540655,21.855147191541068
15,0.110787980959262,21.697087174406846
16,0.11045509993587391,21.603444079980385
17,0.10975903291070815,21.60005161395012
18,0.10925490230248117,21.704499659088096
19,0.10861633365770967,21.765775774734056
20,0.10834603066934217,21.81303756877767
21,0.10794354602694511,21.69411630442964
22,0.10780528088164802,21.855998247091946
23,0.10712351675818463,22.018763128907217
24,0.1066311347196893,21.827195967710864
25,0.10634615720424911,21.97414732833384
26,0.10570383676798037,21.93809821103632
27,0.10569295720519996,21.765139047392374
