epoch,train_mse_scaled,val_rmse_mgdl
1,0.2236416802031569,24.852910062147696
2,0.14526257575443474,23.3280483945573
3,0.1344869177751612,22.92427057228428
4,0.13080976527221133,22.786603964668142
5,0.12902896419757665,22.49527989441554
6,0.1265163490050795,22.589963196596937
7,0.12495845930632388,22.588083833515046
8,0.1243614325908446,22.5573485059463
9,0.1231043273306424,22.372543458192983
10,0.12226657239296058,22.318188252156613
11,0.12193667080880392,22.19725662170737
12,0.12083243034632489,22.23381994779961
13,0.11994540577035138,22.351329320456326
14,0.120138077286653,22.092647060553254
15,0.11946859435722379,22.227220009097653
16,0.1193185399959583,22.25131495069676
17,0.11913524215838106,21.986263167616283
18,0.11861625144092164,22.096390518773774
19,0.11828051002161337,22.165052041146367
20,0.11756957982583802,22.29571567681189
21,0.1177149000808154,22.220312590007577
22,0.117736094824896,22.237033342122622
23,0.11754155671685049,22.117390050047693
24,0.11731997403399189,22.274900389940786
25,0.11686493039573773,22.3065958075103
26,0.11635801186877312,22.222357976828196
27,0.11606599842336508,22.032113500548235
