epoch,train_mse_scaled,val_rmse_mgdl
1,0.2179930167881274,24.277108949547415
2,0.13907009713573032,22.690431945784997
3,0.12887591267428775,22.472904285765804
4,0.124905070621926,22.234207020771812
5,0.12188819631712862,22.224013107472196
6,0.1204163530417303,22.024964978594856
7,0.11848706608214,22.026910548401847
8,0.11640737261069883,21.932948943029135
9,0.11545441792079128,21.951424769529126
10,0.11456415385450466,21.795092690746316
11,0.11366707082874704,21.81926399406577
12,0.11265765357356851,21.84971561614626
13,0.11186899093560654,21.795153321535274
14,0.11178439809470483,21.785508619381986
15,0.1110351815045175,21.798403046990643
16,0.1103681219686376,21.70437571413087
17,0.11040432871051944,21.718847437374006
18,0.10991461261516751,21.74430604816449
19,0.10890779564950136,21.75324865645074
20,0.10842638400079001,21.70737008245089
21,0.10835456038539362,21.75624069316255
22,0.10796808379490187,22.1127361895296
23,0.10719997432119775,21.898671032855578
24,0.10701433812627698,21.717533005262887
25,0.1064290117361758,21.863303303259425
26,0.10581058409470732,21.69440678147063
27,0.10535847406723711,21.85636129246883
28,0.10505590346263777,21.85716307860875
29,0.1048743717630606,21.923015712169683
30,0.10397559849748222,21.8679404285051
31,0.10354245857953435,21.949916316775614
32,0.1030343718974307,21.935573112947413
33,0.10271529543517839,21.90510807626354
34,0.10225592804427194,21.97096719937968
35,0.10197628641703932,22.03368177600642
36,0.1014737568168652,22.1066856323434
