epoch,train_mse_scaled,val_rmse_mgdl
1,0.21235985889809555,23.859387178422814
2,0.13771232355865512,22.91313390356843
3,0.1284213710650064,22.435137859493196
4,0.12379595054553287,22.25486450222118
5,0.1215952140749386,22.659204906518152
6,0.11957788797519585,21.97958845476372
7,0.1182134581342487,21.947352359893813
8,0.11666814665688147,21.94688925064584
9,0.11511994005724935,22.119350856940425
10,0.11436577270379161,21.795040761347305
11,0.11328212487151718,22.438680872534103
12,0.11261472718255354,21.720534766212037
13,0.11208457263684508,21.91059173348186
14,0.11147433299903232,21.66149706161199
15,0.11165337196302295,21.785547062870705
16,0.11101842042759504,21.809175874827332
17,0.10998682194564602,21.571563020327805
18,0.11004841200417222,21.72631042199297
19,0.10937239194639248,21.777841119337698
20,0.10849023508922298,21.89299103080984
21,0.10828050113476739,21.661641539003686
22,0.1079677890912436,21.651260257023324
23,0.10738570709703582,21.86287569081136
24,0.10702022006458575,21.701367557441287
25,0.10655493761348252,21.808549574488833
26,0.10634716010034674,21.79897077865298
27,0.10495273138184359,21.94129286735374
