epoch,train_mse_scaled,val_rmse_mgdl
1,0.42965095065534115,38.16322953367739
2,0.3601439754292369,37.24121509869696
3,0.3486675405502319,37.080901739527086
4,0.3396394330263138,36.95449453804333
5,0.33469374626874926,36.48642902141176
6,0.3321030959114432,36.428601617058156
7,0.3297535580396652,36.49309459035543
8,0.32722488068044187,36.61977836903589
9,0.3257145991548896,36.45208131667445
10,0.3244440703839064,36.45799425046337
11,0.32313197638839486,36.297764427833656
12,0.3224263669550419,36.294252678001236
13,0.3203381648659706,36.263324851765596
14,0.3195186837390065,36.20812488929512
15,0.318278847746551,36.19224947394136
16,0.31762194402515886,36.17731899410341
17,0.31709350358694793,36.035938968329944
18,0.31670055687427523,36.413801458809836
19,0.31604544885456565,36.08845951489174
20,0.3148983737453818,36.21368306244734
21,0.31458819534629584,36.25464537480782
22,0.3142690524086356,36.17752742388976
23,0.31414449363946917,36.066642062336406
24,0.3125140186399221,36.05478143111403
25,0.31256817683577537,36.1773276220641
26,0.3113802622631192,36.25462152129668
27,0.31090117909014225,36.327330126463046
