epoch,train_mse_scaled,val_rmse_mgdl
1,0.4090595760196447,37.525939605377296
2,0.3344502108171582,36.48390899331439
3,0.3234794311225414,36.18623124979073
4,0.3166164619848132,36.456760073693395
5,0.3117583021149039,35.806467656253645
6,0.3066487321257591,35.65102448112878
7,0.30184267345815896,35.585247685464054
8,0.29836200177669525,35.53698243576782
9,0.29518578145653007,35.63108758054796
10,0.29190014842897655,35.44490004949465
11,0.28958161622285844,35.37716007209262
12,0.2882359767332673,35.57526215766342
13,0.28535133428871634,35.30592290581379
14,0.2842316572368145,35.47282425303902
15,0.28216295581310985,35.39289371906113
16,0.2798784786462784,35.432680267262
17,0.2790914211794734,35.24780056906989
18,0.2770227919518948,35.77425658548479
19,0.27480202917009594,35.27275309258404
20,0.27314106963574886,35.60748903166906
21,0.27179831128567455,35.53297810619109
22,0.2686039299145341,35.49721487928291
23,0.2674941122531891,35.5876233685059
24,0.26536890283226966,35.66282874032406
25,0.2646652835980058,35.76572093265191
26,0.26227759186178445,35.74445769181775
27,0.26020234271883963,35.959317597300576
