epoch,train_mse_scaled,val_rmse_mgdl
1,0.4296926026791334,38.20072571389896
2,0.35856021866202353,37.33255815557623
3,0.34598902851343155,36.86867306988814
4,0.3386239153891802,36.83522252185733
5,0.3330956256017089,36.69867908426357
6,0.32988074321299793,36.64900451636925
7,0.32889586210250854,36.69200030248972
8,0.32704468045383694,36.55798328059999
9,0.32526959989219906,36.32273127496248
10,0.32461924232542516,36.287275888654094
11,0.32289633110165594,36.23911544671925
12,0.32172082670032975,36.29852913151487
13,0.3210741448402405,36.39619779534171
14,0.3196931786090136,36.356867879116464
15,0.3192136874049902,36.138929434124144
16,0.31880603946745395,36.08877620372803
17,0.31788098119199276,36.38154798915376
18,0.31717656675726175,36.22025932264137
19,0.31632310558110477,36.03307268564606
20,0.3163035836443305,36.32370720275547
21,0.3155176175385714,36.07727397208652
22,0.3140615411102772,36.31997498055997
23,0.3136800717934966,36.22243336929745
24,0.3135336048901081,36.045097293227926
25,0.31299929600209,36.244939662136325
26,0.31185779415071013,36.066102491403726
27,0.3114358031377196,36.150132825220666
28,0.31203058641403913,36.259179139986195
29,0.310274865180254,36.035281124854485
