epoch,train_mse_scaled,val_rmse_mgdl
1,0.4356155133247375,38.482574876795745
2,0.3632835928723216,37.24747735922196
3,0.34693264547735453,37.02417178649133
4,0.3396383062377572,36.956113528323854
5,0.3345968209207058,36.87813359442631
6,0.3319538391754031,36.47260726514222
7,0.32927242256700995,36.38420665049824
8,0.3275268809124827,36.45224653938886
9,0.32676054708659646,36.38240794910228
10,0.32490586686879397,36.40073502425453
11,0.3235427759215236,36.19943066914288
12,0.3232513970881701,36.257728385255334
13,0.3218288641795516,36.43878936855268
14,0.3204546666145325,36.32776417500302
15,0.32009990960359574,36.326529992809725
16,0.3199495723471045,36.20290823381965
17,0.31796867337077855,36.29181895035793
18,0.31756087943911554,36.334071914407524
19,0.3159954376891255,36.18573365232091
20,0.3159377967193723,36.20504360312106
21,0.3154323359951377,36.17353110825176
22,0.31496766429394485,36.044307747416966
23,0.31411621551960706,36.09214456305412
24,0.3139873516559601,36.11173271661625
25,0.3139441411197186,36.39528076067991
26,0.3124805947393179,36.28231341960992
27,0.3112988409399986,36.25308541561103
28,0.3111193218827248,36.29870181559108
29,0.31066598650068045,36.21285894015774
30,0.30986639350652695,36.16693951767945
31,0.30913972117006777,36.38942045162464
32,0.3097479372471571,36.20945206102899
