epoch,train_mse_scaled,val_rmse_mgdl
1,0.4150858860462904,37.61676333709556
2,0.33680599078536033,36.57984286938193
3,0.3221055015921593,36.003756591050326
4,0.3124810382351279,36.10429264095573
5,0.30805799052119254,35.676168943702855
6,0.3034910859540105,35.520131590167786
7,0.2992565285786986,35.52233035279713
8,0.2964516555517912,35.3038496372262
9,0.29362813469022514,35.28178695897964
10,0.29117170501500367,35.285271331028966
11,0.2890781890973449,35.48754858716885
12,0.2870861246064305,35.60752829359813
13,0.2849981041625142,35.42259285520955
14,0.2833812193199992,35.404823285530505
15,0.2807374007627368,35.34898718419247
16,0.27890308018773796,35.39674806118396
17,0.2765197269618511,35.32731983045637
18,0.2750112980604172,35.59357113113566
19,0.27322118144482377,35.35442640267932
