epoch,train_mse_scaled,val_rmse_mgdl
1,0.22918741803358098,24.484540689731297
2,0.14739099707417558,23.139062503361785
3,0.13551791995247403,22.769969103255782
4,0.13142980118789296,22.757091765598314
5,0.12943911251824092,22.606097260746058
6,0.12696164130869478,22.55547051579734
7,0.12560732871072716,22.490215158446855
8,0.12469470150547453,22.293712359079148
9,0.12337624637576022,22.337651333168903
10,0.12324304467454406,22.3578271693254
11,0.12207969488336308,22.48141921281717
12,0.12139232124727552,22.252905734645697
13,0.12075280001626747,22.25858682945117
14,0.12053739581957902,22.24573116147566
15,0.11983561576666808,22.352402227987206
16,0.1194254497600959,22.132042878706674
17,0.11877890698390432,22.17098818667834
18,0.11880762816065608,22.241335727581756
19,0.11828487914166239,22.204286878322964
20,0.11812268968413372,22.214712056575344
21,0.11821190957533251,22.23928813353035
22,0.11781244042633783,22.058076672484525
23,0.11766215194348652,22.341018026318984
24,0.11772630280713633,22.14396936890617
25,0.11711620080220227,22.185242433594066
26,0.11636061811506158,22.09742440699007
27,0.11663508059290967,22.241309122335696
28,0.1166909383702101,22.145644591714994
29,0.1166201413858055,22.21287631632506
30,0.11608850103941294,22.22419807578643
31,0.11619779561637061,22.442212996208877
32,0.1160928599610187,22.23310540790998
