epoch,train_mse_scaled,val_rmse_mgdl
1,0.42909398041665553,38.590398888941245
2,0.3600816025212407,37.22514076467059
3,0.34655254021286963,37.43165518548341
4,0.3385271988809109,36.719420535336084
5,0.33363101709634063,36.51468477970585
6,0.3301469850167632,36.483745356407674
7,0.32737872608006,36.49591786640596
8,0.3266923489049077,36.541214563944116
9,0.3258561718836427,36.34489574722499
10,0.32403988264501093,36.378072280103154
11,0.3231726297363639,36.46207217386764
12,0.32199701767414807,36.45971848185449
13,0.3212019181996584,36.3809986928222
14,0.3208346766978502,36.2047684393252
15,0.31928773183375597,36.24497553835861
16,0.31819360453635454,36.18438396834209
17,0.3176665062084794,36.17577478423289
18,0.31710088547319176,36.28269361723277
19,0.3173528615757823,36.20091208882039
20,0.31577399376779797,36.295662468050715
21,0.3157924135401845,36.20510602299195
22,0.3146088326722383,36.10798918853391
23,0.31424753602594135,36.31532514956248
24,0.3131171246245503,36.168439337983706
25,0.3131047044694424,36.28173826429961
26,0.31299763794988394,36.155900374910736
27,0.3115576459094882,36.16854889111623
28,0.3115311500430107,36.20690207700906
29,0.31113508608192203,36.0793482503315
30,0.30973601926118133,36.21473304917771
31,0.31025212969630955,36.14326828606292
32,0.3092315699905157,36.308054476582626
33,0.30878696117550136,36.20874014687242
34,0.3075231436640024,36.27777627697306
35,0.3067843222245574,36.2537654497805
36,0.30736655328422785,36.188275501434816
37,0.3065000661462545,36.13239221053298
38,0.30584066569805146,36.50108518368351
39,0.3053547744825482,36.5597892786326
