epoch,train_mse_scaled,val_rmse_mgdl
1,0.2277424359454377,24.30881455972461
2,0.14311453170779317,22.89750713785275
3,0.12944699499276605,22.302808742612196
4,0.12435986470467973,22.32817140064588
5,0.12238488091838241,22.209998211990893
6,0.11993517566214104,22.012063603769306
7,0.11831113318036689,21.92862232986566
8,0.11686623207118252,21.74252233804737
9,0.11558727114138627,21.806558351559218
10,0.11487160281896001,21.753020442060254
11,0.11352747215861732,21.990596227271258
12,0.11279013614622083,21.805786850540812
13,0.11206926069784873,21.716009993828084
14,0.11147723544278357,21.65770706892978
15,0.11095492370279118,21.907856786908514
16,0.11000907887695449,21.66134544966468
17,0.10935109438798805,21.67148766660214
18,0.10906441978151256,21.895052121356667
19,0.1086963136486783,21.649442414941166
20,0.10810940371512777,21.805349576927988
21,0.10732419383112747,21.810998178126646
22,0.10709227477707485,21.684307641056762
23,0.10693553647044862,21.84532055805738
24,0.10657254949507147,21.796318173520593
25,0.10573183435319673,21.85014407890564
26,0.10536164449214346,21.897843545686115
27,0.10535885426815193,22.126699305332902
28,0.10455695890111498,21.825682828863577
29,0.10454487944445988,22.0287920098934
