epoch,train_mse_scaled,val_rmse_mgdl
1,0.2244125645755246,24.373186379895078
2,0.14360821379883454,23.017200131077885
3,0.13453544965843753,22.952175758732885
4,0.1319965321644403,22.726958865403482
5,0.1297498916709187,22.787217890242992
6,0.12823299412606376,22.539886864729738
7,0.1264810575043211,22.528399640005187
8,0.12491517816439714,22.413549557605574
9,0.12416923136478013,22.511670585836438
10,0.12283841360102196,22.246624222957823
11,0.12201351594954433,22.33977645025154
12,0.12101101331265256,22.276129669082422
13,0.12030019707018787,22.23688024140253
14,0.12024898050666445,22.337502919024573
15,0.11979368946856202,22.360216314424687
16,0.11927426073442002,22.182069119250773
17,0.11936230854232713,22.12745225876651
18,0.11881715055591989,22.212479486190727
19,0.11816026349690291,22.114847217299403
20,0.118071239312539,22.214015954992767
21,0.11812200413850865,22.10518452989563
22,0.11756394726067486,22.451412710591377
23,0.1174207324401872,22.205388364802236
24,0.11728752114911481,22.061424233997577
25,0.11705577417765514,22.286630871566167
26,0.1169058512158618,22.117358758215342
27,0.11649701978531804,22.201732836251775
28,0.11604906085620423,22.045728174320036
29,0.1163560660131792,22.255300453862215
30,0.1161745790724117,22.192894724582462
31,0.11616061852857618,22.311660719528636
32,0.1158160781764453,22.084454105040876
33,0.11541957242211492,22.091872410904653
34,0.11548458061891027,22.2791141306653
35,0.1153112288269371,22.025189605136358
36,0.11481863863323585,22.18573621762578
37,0.11501095925301018,22.061614807963252
38,0.11458955963354299,22.054107509610123
39,0.1145298916403905,22.235158835155218
40,0.11395597258711805,22.048090775614966
41,0.11374776572505436,22.153685646075424
42,0.11364056158921507,22.095691030930617
43,0.1135051866974866,22.35377980279169
44,0.11315478603954952,22.19912103738462
45,0.11333459881272646,22.068548112573463
