epoch,train_mse_scaled,val_rmse_mgdl
1,0.40638471242040397,37.60297997340075
2,0.33621725216507914,36.72527293143391
3,0.3232904540002346,36.48032923106294
4,0.31566695887595414,35.933703873659326
5,0.30990018755197524,35.73428381066696
6,0.30475035328418015,35.66924193973899
7,0.3007660275325179,35.71990957953856
8,0.29750333219766617,35.25599639131912
9,0.2947158854827285,35.37376482221798
10,0.291673453040421,35.324328148767016
11,0.2904524900391698,35.17397632853841
12,0.28793679635971786,35.153451259773256
13,0.28574703212827446,35.616294243368166
14,0.28444024816155433,35.46265556070242
15,0.2829936787858605,35.30886999654381
16,0.28168811187148096,35.73163496287294
17,0.27997691355645654,35.33434194533559
18,0.2781156096979976,35.432354660231574
19,0.27659972846508024,35.44853763001408
20,0.27594577971845863,35.42396574565194
21,0.2732014904171228,35.29002739407672
22,0.27149727452546357,35.22184332994614
